structid,chain,unp,gene,offset,hybrid,resolution,seq_length
5PLK,A,Q6B0I6,KDM4D,0,0,1.14,331
5PNU,A,Q6B0I6,KDM4D,0,0,1.14,331
5PN0,A,Q6B0I6,KDM4D,0,0,1.14,331
5PMZ,A,Q6B0I6,KDM4D,0,0,1.15,331
5PHJ,A,Q6B0I6,KDM4D,0,0,1.15,331
5PJH,A,Q6B0I6,KDM4D,0,0,1.18,331
5PIA,A,Q6B0I6,KDM4D,0,0,1.18,331
5PKI,A,Q6B0I6,KDM4D,0,0,1.19,331
5PKH,A,Q6B0I6,KDM4D,0,0,1.19,331
5PMW,A,Q6B0I6,KDM4D,0,0,1.19,331
5PL4,A,Q6B0I6,KDM4D,0,0,1.21,331
5PNN,A,Q6B0I6,KDM4D,0,0,1.21,331
5PMT,A,Q6B0I6,KDM4D,0,0,1.22,331
5PKJ,A,Q6B0I6,KDM4D,0,0,1.22,331
5PIW,A,Q6B0I6,KDM4D,0,0,1.23,331
5PNB,A,Q6B0I6,KDM4D,0,0,1.23,331
5PNF,A,Q6B0I6,KDM4D,0,0,1.24,331
5PH3,A,Q6B0I6,KDM4D,0,0,1.24,331
5PJ5,A,Q6B0I6,KDM4D,0,0,1.24,331
5PMS,A,Q6B0I6,KDM4D,0,0,1.24,331
5PHK,A,Q6B0I6,KDM4D,0,0,1.25,331
5PH1,A,Q6B0I6,KDM4D,0,0,1.25,331
5PNM,A,Q6B0I6,KDM4D,0,0,1.25,331
5PIM,A,Q6B0I6,KDM4D,0,0,1.25,331
5PN7,A,Q6B0I6,KDM4D,0,0,1.25,331
5PKY,A,Q6B0I6,KDM4D,0,0,1.25,331
5PI8,A,Q6B0I6,KDM4D,0,0,1.27,331
5PHX,A,Q6B0I6,KDM4D,0,0,1.27,331
5PNK,A,Q6B0I6,KDM4D,0,0,1.27,331
5PH4,A,Q6B0I6,KDM4D,0,0,1.27,331
5PJU,A,Q6B0I6,KDM4D,0,0,1.27,331
5PL3,A,Q6B0I6,KDM4D,0,0,1.27,331
5PL0,A,Q6B0I6,KDM4D,0,0,1.27,331
5PK0,A,Q6B0I6,KDM4D,0,0,1.28,331
5PKQ,A,Q6B0I6,KDM4D,0,0,1.28,331
5PLL,A,Q6B0I6,KDM4D,0,0,1.28,331
5PKC,A,Q6B0I6,KDM4D,0,0,1.29,331
5PMA,A,Q6B0I6,KDM4D,0,0,1.29,331
5PJZ,A,Q6B0I6,KDM4D,0,0,1.29,331
5PMY,A,Q6B0I6,KDM4D,0,0,1.29,331
5PHC,A,Q6B0I6,KDM4D,0,0,1.29,331
5PI6,A,Q6B0I6,KDM4D,0,0,1.29,331
5PNE,A,Q6B0I6,KDM4D,0,0,1.29,331
5PL6,A,Q6B0I6,KDM4D,0,0,1.29,331
5PHN,A,Q6B0I6,KDM4D,0,0,1.29,331
4D6Q,A,Q6B0I6,KDM4D,0,0,1.29,330
5PI3,A,Q6B0I6,KDM4D,0,0,1.29,331
5PIC,A,Q6B0I6,KDM4D,0,0,1.29,331
5PJR,A,Q6B0I6,KDM4D,0,0,1.29,331
5PLX,A,Q6B0I6,KDM4D,0,0,1.29,331
5PK7,A,Q6B0I6,KDM4D,0,0,1.29,331
5PN5,A,Q6B0I6,KDM4D,0,0,1.3,331
5PJ3,A,Q6B0I6,KDM4D,0,0,1.3,331
5PL7,A,Q6B0I6,KDM4D,0,0,1.3,331
5PIS,A,Q6B0I6,KDM4D,0,0,1.3,331
5PKN,A,Q6B0I6,KDM4D,0,0,1.3,331
5PKP,A,Q6B0I6,KDM4D,0,0,1.3,331
5PHW,A,Q6B0I6,KDM4D,0,0,1.31,331
5PIY,A,Q6B0I6,KDM4D,0,0,1.31,331
5PKR,A,Q6B0I6,KDM4D,0,0,1.31,331
5PJ0,A,Q6B0I6,KDM4D,0,0,1.31,331
5PLW,A,Q6B0I6,KDM4D,0,0,1.31,331
5PLG,A,Q6B0I6,KDM4D,0,0,1.31,331
5PLF,A,Q6B0I6,KDM4D,0,0,1.33,331
5PK9,A,Q6B0I6,KDM4D,0,0,1.34,331
5PHB,A,Q6B0I6,KDM4D,0,0,1.34,331
5PJY,A,Q6B0I6,KDM4D,0,0,1.34,331
5PJV,A,Q6B0I6,KDM4D,0,0,1.34,331
5PL2,A,Q6B0I6,KDM4D,0,0,1.34,331
5PJI,A,Q6B0I6,KDM4D,0,0,1.34,331
5PN8,A,Q6B0I6,KDM4D,0,0,1.34,331
5PKF,A,Q6B0I6,KDM4D,0,0,1.34,331
5PHY,A,Q6B0I6,KDM4D,0,0,1.34,331
5PI1,A,Q6B0I6,KDM4D,0,0,1.34,331
5PMV,A,Q6B0I6,KDM4D,0,0,1.34,331
5PH0,A,Q6B0I6,KDM4D,0,0,1.34,331
5PJ6,A,Q6B0I6,KDM4D,0,0,1.35,331
5PIX,A,Q6B0I6,KDM4D,0,0,1.35,331
5PJX,A,Q6B0I6,KDM4D,0,0,1.35,331
5PKW,A,Q6B0I6,KDM4D,0,0,1.35,331
5PK1,A,Q6B0I6,KDM4D,0,0,1.35,331
5PKV,A,Q6B0I6,KDM4D,0,0,1.35,331
5PI4,A,Q6B0I6,KDM4D,0,0,1.35,331
5PKL,A,Q6B0I6,KDM4D,0,0,1.35,331
5PH5,A,Q6B0I6,KDM4D,0,0,1.35,331
5PJ1,A,Q6B0I6,KDM4D,0,0,1.35,331
5PHE,A,Q6B0I6,KDM4D,0,0,1.35,331
5PJO,A,Q6B0I6,KDM4D,0,0,1.35,331
5PNC,A,Q6B0I6,KDM4D,0,0,1.35,331
5PLQ,A,Q6B0I6,KDM4D,0,0,1.36,331
5PMF,A,Q6B0I6,KDM4D,0,0,1.36,331
5PNS,A,Q6B0I6,KDM4D,0,0,1.36,331
5PHD,A,Q6B0I6,KDM4D,0,0,1.36,328
5PMJ,A,Q6B0I6,KDM4D,0,0,1.37,331
5PN4,A,Q6B0I6,KDM4D,0,0,1.37,331
5PLA,A,Q6B0I6,KDM4D,0,0,1.37,331
5PIF,A,Q6B0I6,KDM4D,0,0,1.37,331
5PKM,A,Q6B0I6,KDM4D,0,0,1.37,331
5PJE,A,Q6B0I6,KDM4D,0,0,1.37,331
5PJQ,A,Q6B0I6,KDM4D,0,0,1.38,331
5PIZ,A,Q6B0I6,KDM4D,0,0,1.38,331
5PNG,A,Q6B0I6,KDM4D,0,0,1.38,331
5PLY,A,Q6B0I6,KDM4D,0,0,1.38,331
5PJ7,A,Q6B0I6,KDM4D,0,0,1.39,331
5PME,A,Q6B0I6,KDM4D,0,0,1.39,331
5PMM,A,Q6B0I6,KDM4D,0,0,1.39,331
5PK5,A,Q6B0I6,KDM4D,0,0,1.39,331
5PLI,A,Q6B0I6,KDM4D,0,0,1.39,331
5PHF,A,Q6B0I6,KDM4D,0,0,1.39,331
5PJP,A,Q6B0I6,KDM4D,0,0,1.39,331
5PHG,A,Q6B0I6,KDM4D,0,0,1.4,331
5PKB,A,Q6B0I6,KDM4D,0,0,1.4,331
5PH8,A,Q6B0I6,KDM4D,0,0,1.4,331
5PNJ,A,Q6B0I6,KDM4D,0,0,1.4,331
5PHM,A,Q6B0I6,KDM4D,0,0,1.4,331
5PJG,A,Q6B0I6,KDM4D,0,0,1.4,331
5PNW,A,Q6B0I6,KDM4D,0,0,1.4,331
5PHO,A,Q6B0I6,KDM4D,0,0,1.4,331
4D6S,A,Q6B0I6,KDM4D,0,0,1.4,327
4D6R,A,Q6B0I6,KDM4D,0,0,1.4,323
5PJ8,A,Q6B0I6,KDM4D,0,0,1.4,331
5PJC,A,Q6B0I6,KDM4D,0,0,1.4,331
5F5A,A,Q6B0I6,KDM4D,0,0,1.41,330
5PN2,A,Q6B0I6,KDM4D,0,0,1.41,331
5PN1,A,Q6B0I6,KDM4D,0,0,1.41,331
5PN6,A,Q6B0I6,KDM4D,0,0,1.42,331
5PL1,A,Q6B0I6,KDM4D,0,0,1.42,331
5PI5,A,Q6B0I6,KDM4D,0,0,1.42,331
5PIE,A,Q6B0I6,KDM4D,0,0,1.42,331
5PK3,A,Q6B0I6,KDM4D,0,0,1.42,331
5PK2,A,Q6B0I6,KDM4D,0,0,1.42,331
5PIP,A,Q6B0I6,KDM4D,0,0,1.42,331
5PJM,A,Q6B0I6,KDM4D,0,0,1.43,331
5PIV,A,Q6B0I6,KDM4D,0,0,1.43,331
5PM7,A,Q6B0I6,KDM4D,0,0,1.43,331
5PJD,A,Q6B0I6,KDM4D,0,0,1.43,331
5PH7,A,Q6B0I6,KDM4D,0,0,1.43,329
5PNL,A,Q6B0I6,KDM4D,0,0,1.44,331
5PMK,A,Q6B0I6,KDM4D,0,0,1.44,331
5PKE,A,Q6B0I6,KDM4D,0,0,1.44,331
5PK8,A,Q6B0I6,KDM4D,0,0,1.44,331
5PIG,A,Q6B0I6,KDM4D,0,0,1.44,331
5PJ2,A,Q6B0I6,KDM4D,0,0,1.44,331
5PM4,A,Q6B0I6,KDM4D,0,0,1.44,331
5PI9,A,Q6B0I6,KDM4D,0,0,1.45,331
5PHA,A,Q6B0I6,KDM4D,0,0,1.45,331
5PH2,A,Q6B0I6,KDM4D,0,0,1.45,331
5PLE,A,Q6B0I6,KDM4D,0,0,1.45,331
5PIJ,A,Q6B0I6,KDM4D,0,0,1.45,331
5PII,A,Q6B0I6,KDM4D,0,0,1.45,331
5PKX,A,Q6B0I6,KDM4D,0,0,1.45,331
5PIR,A,Q6B0I6,KDM4D,0,0,1.45,331
5PNI,A,Q6B0I6,KDM4D,0,0,1.45,331
5PLP,A,Q6B0I6,KDM4D,0,0,1.46,331
5PM3,A,Q6B0I6,KDM4D,0,0,1.46,331
5PMQ,A,Q6B0I6,KDM4D,0,0,1.46,331
5PLD,A,Q6B0I6,KDM4D,0,0,1.46,331
5PLH,A,Q6B0I6,KDM4D,0,0,1.46,331
5PKU,A,Q6B0I6,KDM4D,0,0,1.47,331
5PJF,A,Q6B0I6,KDM4D,0,0,1.47,331
5PLU,A,Q6B0I6,KDM4D,0,0,1.47,331
5PHZ,A,Q6B0I6,KDM4D,0,0,1.47,331
5PNQ,A,Q6B0I6,KDM4D,0,0,1.47,331
5PNP,A,Q6B0I6,KDM4D,0,0,1.47,331
5PH9,A,Q6B0I6,KDM4D,0,0,1.48,331
5PIU,A,Q6B0I6,KDM4D,0,0,1.48,331
5PN9,A,Q6B0I6,KDM4D,0,0,1.48,331
5PJN,A,Q6B0I6,KDM4D,0,0,1.48,331
5PMU,A,Q6B0I6,KDM4D,0,0,1.48,331
5PND,A,Q6B0I6,KDM4D,0,0,1.49,331
5PLB,A,Q6B0I6,KDM4D,0,0,1.49,331
5PLC,A,Q6B0I6,KDM4D,0,0,1.49,331
5PLJ,A,Q6B0I6,KDM4D,0,0,1.49,331
5PKS,A,Q6B0I6,KDM4D,0,0,1.5,331
5PIN,A,Q6B0I6,KDM4D,0,0,1.5,331
5PM9,A,Q6B0I6,KDM4D,0,0,1.5,331
5PKT,A,Q6B0I6,KDM4D,0,0,1.5,331
5PKK,A,Q6B0I6,KDM4D,0,0,1.5,331
5PID,A,Q6B0I6,KDM4D,0,0,1.5,331
5PKZ,A,Q6B0I6,KDM4D,0,0,1.5,331
5PIQ,A,Q6B0I6,KDM4D,0,0,1.5,331
5PI0,A,Q6B0I6,KDM4D,0,0,1.5,331
5PJ9,A,Q6B0I6,KDM4D,0,0,1.5,331
5PMG,A,Q6B0I6,KDM4D,0,0,1.51,331
5PMR,A,Q6B0I6,KDM4D,0,0,1.51,331
5PJ4,A,Q6B0I6,KDM4D,0,0,1.52,331
5PMH,A,Q6B0I6,KDM4D,0,0,1.52,331
5PM2,A,Q6B0I6,KDM4D,0,0,1.52,331
5PI2,A,Q6B0I6,KDM4D,0,0,1.52,331
5PJL,A,Q6B0I6,KDM4D,0,0,1.52,331
5PLR,A,Q6B0I6,KDM4D,0,0,1.53,331
5PLT,A,Q6B0I6,KDM4D,0,0,1.53,331
5PMO,A,Q6B0I6,KDM4D,0,0,1.53,331
5PL8,A,Q6B0I6,KDM4D,0,0,1.54,331
5PM8,A,Q6B0I6,KDM4D,0,0,1.54,331
5PKG,A,Q6B0I6,KDM4D,0,0,1.54,331
5PM1,A,Q6B0I6,KDM4D,0,0,1.54,331
5PJT,A,Q6B0I6,KDM4D,0,0,1.54,331
5PKD,A,Q6B0I6,KDM4D,0,0,1.55,331
5PMP,A,Q6B0I6,KDM4D,0,0,1.55,331
5PNO,A,Q6B0I6,KDM4D,0,0,1.55,331
5PJW,A,Q6B0I6,KDM4D,0,0,1.56,331
5PL5,A,Q6B0I6,KDM4D,0,0,1.57,331
5PML,A,Q6B0I6,KDM4D,0,0,1.58,331
5PJB,A,Q6B0I6,KDM4D,0,0,1.58,331
5PMC,A,Q6B0I6,KDM4D,0,0,1.58,331
5PNV,A,Q6B0I6,KDM4D,0,0,1.6,331
5PHH,A,Q6B0I6,KDM4D,0,0,1.6,330
5PN3,A,Q6B0I6,KDM4D,0,0,1.6,331
5PI7,A,Q6B0I6,KDM4D,0,0,1.61,331
5PMB,A,Q6B0I6,KDM4D,0,0,1.63,331
5PMD,A,Q6B0I6,KDM4D,0,0,1.63,331
5PIB,A,Q6B0I6,KDM4D,0,0,1.64,331
5PJS,A,Q6B0I6,KDM4D,0,0,1.64,331
5PL9,A,Q6B0I6,KDM4D,0,0,1.65,331
5PIL,A,Q6B0I6,KDM4D,0,0,1.65,331
5PHR,A,Q6B0I6,KDM4D,0,0,1.66,331
5PJJ,A,Q6B0I6,KDM4D,0,0,1.67,331
5PJK,A,Q6B0I6,KDM4D,0,0,1.69,331
5PLS,A,Q6B0I6,KDM4D,0,0,1.7,331
5PMI,A,Q6B0I6,KDM4D,0,0,1.71,331
5PKA,A,Q6B0I6,KDM4D,0,0,1.71,331
5PLZ,A,Q6B0I6,KDM4D,0,0,1.71,331
5PHP,A,Q6B0I6,KDM4D,0,0,1.72,331
5PMN,A,Q6B0I6,KDM4D,0,0,1.72,331
5PK4,A,Q6B0I6,KDM4D,0,0,1.72,331
5PIO,A,Q6B0I6,KDM4D,0,0,1.72,331
5PH6,A,Q6B0I6,KDM4D,0,0,1.74,331
5PM5,A,Q6B0I6,KDM4D,0,0,1.76,331
5PNA,A,Q6B0I6,KDM4D,0,0,1.78,331
5PM6,A,Q6B0I6,KDM4D,0,0,1.78,331
5PIT,A,Q6B0I6,KDM4D,0,0,1.79,331
5PIH,A,Q6B0I6,KDM4D,0,0,1.79,331
5PHU,A,Q6B0I6,KDM4D,0,0,1.79,331
4HON,B,Q6B0I6,KDM4D,0,0,1.8,330
4HON,A,Q6B0I6,KDM4D,0,0,1.8,330
5PIK,A,Q6B0I6,KDM4D,0,0,1.8,331
3DXT,A,Q6B0I6,KDM4D,0,0,1.8,331
5PHT,A,Q6B0I6,KDM4D,0,0,1.83,331
5PHV,A,Q6B0I6,KDM4D,0,0,1.83,331
5F5C,A,Q6B0I6,KDM4D,0,0,1.88,330
5PJA,A,Q6B0I6,KDM4D,0,0,1.89,331
5FPB,A,Q6B0I6,KDM4D,0,0,1.91,330
5FPA,A,Q6B0I6,KDM4D,0,0,1.96,327
5PHI,A,Q6B0I6,KDM4D,0,0,1.97,327
5FP8,A,Q6B0I6,KDM4D,0,0,1.98,330
5FP7,A,Q6B0I6,KDM4D,0,0,2.0,330
5FP4,A,Q6B0I6,KDM4D,0,0,2.0,330
5FP9,A,Q6B0I6,KDM4D,0,0,2.0,326
5PM0,A,Q6B0I6,KDM4D,0,0,2.14,331
3DXU,A,Q6B0I6,KDM4D,0,0,2.2,331
5PHQ,A,Q6B0I6,KDM4D,0,0,2.23,331
5PK6,A,Q6B0I6,KDM4D,0,0,2.38,331
5PKO,A,Q6B0I6,KDM4D,0,0,2.38,331
4HOO,B,Q6B0I6,KDM4D,0,0,2.5,330
4HOO,A,Q6B0I6,KDM4D,0,0,2.5,327
5VGR,B,Q6DD88,ATL3,0,0,2.1,363
5VGR,A,Q6DD88,ATL3,0,0,2.1,408
3QWM,A,Q6DN90,IQSEC1,14,0,2.39,127
4M7R,B,Q6FI81,CIAPIN1,-24,0,1.8,164
4M7R,A,Q6FI81,CIAPIN1,-24,0,1.8,167
5LRW,C,Q6GQQ9,OTUD7B,0,0,2.0,277
5LRW,A,Q6GQQ9,OTUD7B,0,0,2.0,277
5X6V,E,Q6IAA8,LAMTOR1,0,0,2.02,108
2VAC,A,Q6IBS0,TWF2,0,0,1.7,132
2W0I,A,Q6IBS0,TWF2,0,0,1.8,133
3EBQ,A,Q6ICB0,DESI1,0,0,1.9,144
4OUM,A,Q6IMN6,CAPRIN2,0,0,1.49,132
4OUL,B,Q6IMN6,CAPRIN2,0,0,1.95,132
4OUL,A,Q6IMN6,CAPRIN2,0,0,1.95,131
4OUL,F,Q6IMN6,CAPRIN2,0,0,1.95,132
4OUL,E,Q6IMN6,CAPRIN2,0,0,1.95,130
4OUL,D,Q6IMN6,CAPRIN2,0,0,1.95,132
4OUL,C,Q6IMN6,CAPRIN2,0,0,1.95,131
2IL1,A,Q6IQ22,RAB12,-96,0,2.1,163
4Z0V,A,Q6L8Q7,PDE12,0,0,1.78,434
4Z2B,A,Q6L8Q7,PDE12,0,0,1.8,449
5FD3,B,Q6MZP7,LIN54,0,0,2.42,108
5FD3,A,Q6MZP7,LIN54,0,0,2.42,108
2I7A,A,Q6MZZ7,CAPN13,0,0,1.8,150
5DEU,A,Q6N021,TET2,0,0,1.8,413
5D9Y,A,Q6N021,TET2,0,0,1.97,413
4NM6,A,Q6N021,TET2,0,0,2.03,407
3S57,A,Q6NS38,ALKBH2,0,0,1.6,203
3RZG,A,Q6NS38,ALKBH2,0,0,1.62,203
3S5A,A,Q6NS38,ALKBH2,0,0,1.7,203
3H8R,A,Q6NS38,ALKBH2,0,0,1.77,203
3H8X,A,Q6NS38,ALKBH2,0,0,1.95,203
3H8O,A,Q6NS38,ALKBH2,0,0,2.0,203
3BTX,A,Q6NS38,ALKBH2,0,0,2.0,203
3RZH,A,Q6NS38,ALKBH2,0,0,2.25,200
4MG2,A,Q6NS38,ALKBH2,0,0,2.3,193
3BTY,A,Q6NS38,ALKBH2,0,0,2.35,200
3BU0,A,Q6NS38,ALKBH2,0,0,2.5,203
3RZJ,A,Q6NS38,ALKBH2,0,0,2.5,200
2PYE,E,Q6NS87,None,25,0,2.3,141
5WHK,L,Q6NS95,None,18,0,2.5,114
4LD6,A,Q6NUJ5,PWWP2B,0,0,1.7,116
4N5X,A,Q6NUK1,SLC25A24,0,0,2.1,155
4ZCU,C,Q6NUK1,SLC25A24,0,0,2.1,150
4ZCU,B,Q6NUK1,SLC25A24,0,0,2.1,152
4ZCU,A,Q6NUK1,SLC25A24,0,0,2.1,152
3BPT,A,Q6NVY1,HIBCH,0,0,1.5,345
4BQ6,F,Q6NW40,RGMB,0,0,2.3,149
4BQ6,D,Q6NW40,RGMB,0,0,2.3,148
3K2O,B,Q6NYC1,JMJD6,0,0,1.75,330
3K2O,A,Q6NYC1,JMJD6,0,0,1.75,329
5YDE,A,Q6P1J9,CDC73,0,0,1.02,111
2XIO,A,Q6P1N9,TATDN1,0,0,1.19,291
4JK8,A,Q6P2Q9,PRPF8,0,0,1.15,220
4JK8,B,Q6P2Q9,PRPF8,0,0,1.15,221
4JKB,B,Q6P2Q9,PRPF8,0,0,1.3,220
4JKB,A,Q6P2Q9,PRPF8,0,0,1.3,221
4JKA,A,Q6P2Q9,PRPF8,0,0,1.32,220
4JKA,B,Q6P2Q9,PRPF8,0,0,1.32,220
4JK7,B,Q6P2Q9,PRPF8,0,0,1.4,221
4JK7,A,Q6P2Q9,PRPF8,0,0,1.4,221
4JKC,B,Q6P2Q9,PRPF8,0,0,1.5,214
4JK9,B,Q6P2Q9,PRPF8,0,0,1.5,220
4JKC,A,Q6P2Q9,PRPF8,0,0,1.5,220
4JK9,A,Q6P2Q9,PRPF8,0,0,1.5,219
4JKD,B,Q6P2Q9,PRPF8,0,0,1.55,220
4JKD,A,Q6P2Q9,PRPF8,0,0,1.55,220
4JKE,B,Q6P2Q9,PRPF8,0,0,1.65,212
4JKE,A,Q6P2Q9,PRPF8,0,0,1.65,219
4JKG,B,Q6P2Q9,PRPF8,0,0,1.8,214
4JKG,A,Q6P2Q9,PRPF8,0,0,1.8,219
4JKH,B,Q6P2Q9,PRPF8,0,0,1.8,221
4JKH,A,Q6P2Q9,PRPF8,0,0,1.8,221
3ENB,B,Q6P2Q9,PRPF8,0,0,1.85,203
3ENB,A,Q6P2Q9,PRPF8,0,0,1.85,219
3LRU,B,Q6P2Q9,PRPF8,0,0,1.85,140
3LRU,A,Q6P2Q9,PRPF8,0,0,1.85,160
4JKF,B,Q6P2Q9,PRPF8,0,0,1.95,210
4JKF,A,Q6P2Q9,PRPF8,0,0,1.95,220
3E9L,A,Q6P2Q9,PRPF8,0,0,1.95,257
3TW8,C,Q6P3S1,DENND1B,-1,0,2.1,361
3TW8,A,Q6P3S1,DENND1B,-1,0,2.1,343
2Y5C,B,Q6P4F2,FDX2,62,0,1.7,106
2Y5C,A,Q6P4F2,FDX2,62,0,1.7,106
3EAP,D,Q6P4F7,ARHGAP11A,0,0,2.3,207
3EAP,C,Q6P4F7,ARHGAP11A,0,0,2.3,216
3EAP,B,Q6P4F7,ARHGAP11A,0,0,2.3,213
3EAP,A,Q6P4F7,ARHGAP11A,0,0,2.3,220
3U21,B,Q6P4R8,NFRKB,0,0,2.18,102
3U21,A,Q6P4R8,NFRKB,0,0,2.18,103
1SAW,B,Q6P587,FAHD1,0,0,2.2,208
1SAW,A,Q6P587,FAHD1,0,0,2.2,206
3F4M,A,Q6P589,TNFAIP8L2,0,0,1.7,154
4O7X,A,Q6P6C2,ALKBH5,0,0,1.78,210
4NRP,A,Q6P6C2,ALKBH5,0,0,1.8,211
4O61,B,Q6P6C2,ALKBH5,0,0,1.9,209
4O61,A,Q6P6C2,ALKBH5,0,0,1.9,212
4NJ4,B,Q6P6C2,ALKBH5,0,0,2.02,206
4NJ4,A,Q6P6C2,ALKBH5,0,0,2.02,219
4NRM,A,Q6P6C2,ALKBH5,0,0,2.17,211
4OCT,A,Q6P6C2,ALKBH5,0,0,2.28,210
4OCT,B,Q6P6C2,ALKBH5,0,0,2.28,210
4NRO,A,Q6P6C2,ALKBH5,0,0,2.3,213
4NRQ,A,Q6P6C2,ALKBH5,0,0,2.5,210
4UZ1,A,Q6P988,NOTUM,0,0,1.4,357
4UZQ,A,Q6P988,NOTUM,0,0,1.5,355
4UYW,B,Q6P988,NOTUM,0,0,1.7,346
4UYW,A,Q6P988,NOTUM,0,0,1.7,346
4UZ6,B,Q6P988,NOTUM,0,0,1.9,355
4UZ6,A,Q6P988,NOTUM,0,0,1.9,351
4UZL,A,Q6P988,NOTUM,0,0,2.1,339
4UZL,B,Q6P988,NOTUM,0,0,2.1,346
4UZ5,A,Q6P988,NOTUM,0,0,2.1,349
4UZ7,B,Q6P988,NOTUM,0,0,2.2,357
4UZ7,A,Q6P988,NOTUM,0,0,2.2,358
4WBH,B,Q6P988,NOTUM,0,0,2.2,351
4WBH,A,Q6P988,NOTUM,0,0,2.2,347
4UZ9,A,Q6P988,NOTUM,0,0,2.2,356
4UYU,B,Q6P988,NOTUM,0,0,2.3,345
4UYU,A,Q6P988,NOTUM,0,0,2.3,345
4UZA,A,Q6P988,NOTUM,0,0,2.4,355
4TTB,B,Q6PHW0,IYD,0,0,2.45,188
4TTB,A,Q6PHW0,IYD,0,0,2.45,188
3D8B,B,Q6PIW4,FIGNL1,0,0,2.0,274
3D8B,A,Q6PIW4,FIGNL1,0,0,2.0,281
2NY2,D,Q6PJA4,None,-2981,0,2.0,221
2NY4,D,Q6PJA4,None,-2981,0,2.0,222
2NXZ,D,Q6PJA4,None,-2981,0,2.04,222
2NY0,D,Q6PJA4,None,-2981,0,2.2,222
2NY5,H,Q6PJA4,None,-2981,0,2.5,221
5NZX,A,Q6PJP8,DCLRE1A,0,0,1.47,336
5NZY,A,Q6PJP8,DCLRE1A,0,0,1.55,341
4B87,A,Q6PJP8,DCLRE1A,0,0,2.16,335
5AHR,A,Q6PJP8,DCLRE1A,0,0,2.19,328
4ZC4,D,Q6PKG0,LARP1,77,0,1.86,146
4ZC4,C,Q6PKG0,LARP1,77,0,1.86,145
4ZC4,B,Q6PKG0,LARP1,77,0,1.86,151
4ZC4,A,Q6PKG0,LARP1,77,0,1.86,147
5C0V,B,Q6PKG0,LARP1,77,0,2.2,140
5C0V,A,Q6PKG0,LARP1,77,0,2.2,146
5C0V,D,Q6PKG0,LARP1,77,0,2.2,135
5C0V,C,Q6PKG0,LARP1,77,0,2.2,143
4QSP,A,Q6PL18,ATAD2,0,0,1.6,128
4QUT,A,Q6PL18,ATAD2,0,0,1.7,128
4TZ2,A,Q6PL18,ATAD2,0,0,1.7,127
4TU4,A,Q6PL18,ATAD2,0,0,1.73,128
4TTE,A,Q6PL18,ATAD2,0,0,1.8,128
4QUU,A,Q6PL18,ATAD2,0,0,1.8,128
4QSQ,A,Q6PL18,ATAD2,0,0,1.8,128
4QSW,A,Q6PL18,ATAD2,0,0,1.8,128
5LJ0,A,Q6PL18,ATAD2,0,0,1.82,128
4TYL,A,Q6PL18,ATAD2,0,0,1.85,128
5A82,A,Q6PL18,ATAD2,0,0,1.86,128
4QSV,A,Q6PL18,ATAD2,0,0,1.9,128
4QSU,A,Q6PL18,ATAD2,0,0,1.9,128
4QSX,A,Q6PL18,ATAD2,0,0,1.93,128
3DAI,A,Q6PL18,ATAD2,0,0,1.95,128
5A5N,A,Q6PL18,ATAD2,0,0,1.95,128
5A5Q,A,Q6PL18,ATAD2,0,0,1.97,128
4TT6,A,Q6PL18,ATAD2,0,0,2.0,128
4QSR,A,Q6PL18,ATAD2,0,0,2.0,128
4QSS,A,Q6PL18,ATAD2,0,0,2.0,128
5A5R,A,Q6PL18,ATAD2,0,0,2.01,128
5A81,A,Q6PL18,ATAD2,0,0,2.03,128
5A5P,A,Q6PL18,ATAD2,0,0,2.03,128
5A5O,A,Q6PL18,ATAD2,0,0,2.04,128
4QST,A,Q6PL18,ATAD2,0,0,2.05,128
5A83,A,Q6PL18,ATAD2,0,0,2.09,128
4TZ8,A,Q6PL18,ATAD2,0,0,2.15,128
4TU6,D,Q6PL18,ATAD2,0,0,2.27,128
4TU6,C,Q6PL18,ATAD2,0,0,2.27,127
4TU6,B,Q6PL18,ATAD2,0,0,2.27,128
4TU6,A,Q6PL18,ATAD2,0,0,2.27,128
4TT2,A,Q6PL18,ATAD2,0,0,2.5,128
5TCD,A,Q6UWV6,ENPP7,0,0,2.4,388
2XST,A,Q6UWW0,LCN15,0,0,1.63,149
2HQ6,A,Q6UX04,CWC27,0,0,1.75,165
4R3E,A,Q6UX04,CWC27,0,0,2.0,173
3VPP,A,Q6UXN8,CLEC9A,0,0,1.64,121
3VPP,B,Q6UXN8,CLEC9A,0,0,1.64,122
5VZ4,B,Q6UXV0,GFRAL,0,0,2.2,190
4HPL,A,Q6W2J9,BCOR,0,0,2.0,113
3KVO,B,Q6YN16,HSDL2,0,0,2.25,276
3KVO,A,Q6YN16,HSDL2,0,0,2.25,273
4DKC,B,Q6ZMJ4,IL34,0,0,1.85,160
4DKC,A,Q6ZMJ4,IL34,0,0,1.85,161
6B27,F,Q6ZMT1,STAC2,0,0,1.73,111
6B27,E,Q6ZMT1,STAC2,0,0,1.73,108
6B27,D,Q6ZMT1,STAC2,0,0,1.73,116
6B27,C,Q6ZMT1,STAC2,0,0,1.73,111
6B27,B,Q6ZMT1,STAC2,0,0,1.73,112
6B27,A,Q6ZMT1,STAC2,0,0,1.73,116
3KV9,A,Q6ZMT4,KDM7A,0,0,2.29,366
3KV5,D,Q6ZMT4,KDM7A,0,0,2.39,445
